-1.557482e+00	6.630495e-01	-4.958270e-01	2.198204e-02
-1.429852e+00	7.397332e-01	-4.725461e-01	1.955559e-02
-1.617849e+00	6.904601e-01	-5.038754e-01	1.970295e-02
-1.664482e+00	6.730677e-01	-5.171330e-01	2.388959e-02
-1.591072e+00	7.368901e-01	-4.970719e-01	2.189646e-02
-1.617442e+00	7.159681e-01	-5.027597e-01	2.626542e-02
-1.604314e+00	6.923273e-01	-5.027617e-01	3.169034e-02
-1.603795e+00	7.024178e-01	-4.952867e-01	2.840050e-02
-1.667575e+00	6.248883e-01	-5.292930e-01	4.306179e-02
-1.504459e+00	7.575888e-01	-4.758107e-01	4.174025e-02
-1.594737e+00	7.129860e-01	-4.962452e-01	3.097372e-02
-1.598435e+00	6.821166e-01	-5.082986e-01	3.277713e-02
-1.629295e+00	6.554648e-01	-5.140545e-01	6.392497e-02
-1.596769e+00	7.252263e-01	-4.994207e-01	4.509735e-02
-1.508108e+00	6.196295e-01	-4.735496e-01	3.383125e-02
-1.563125e+00	7.116739e-01	-4.973628e-01	1.518925e-02
-1.637770e+00	6.492898e-01	-5.027862e-01	2.195443e-02
-1.624498e+00	6.732959e-01	-5.050466e-01	2.333486e-02
-1.625180e+00	7.289494e-01	-5.080550e-01	3.209084e-02
-1.567433e+00	6.956062e-01	-4.980106e-01	1.722548e-02
-1.569777e+00	6.803730e-01	-4.975688e-01	1.968537e-02
-1.579770e+00	6.903274e-01	-4.974532e-01	2.189374e-02
-1.509158e+00	7.395837e-01	-4.737482e-01	1.958558e-02
-1.606987e+00	7.165196e-01	-4.914785e-01	2.474360e-02
-1.553314e+00	7.476050e-01	-4.836879e-01	4.478611e-02
-1.562845e+00	6.687307e-01	-5.008568e-01	2.508974e-02
-1.611938e+00	7.053454e-01	-4.964512e-01	2.702522e-02
-1.606632e+00	7.152091e-01	-4.952996e-01	3.083164e-02
-1.591309e+00	6.939778e-01	-5.033589e-01	6.833948e-02
-1.622478e+00	7.348021e-01	-4.957109e-01	5.090101e-02
-1.304539e+00	8.427981e-01	-4.836658e-01	1.362717e-02
-1.611097e+00	6.676160e-01	-5.016197e-01	1.857250e-02
-1.593908e+00	6.750235e-01	-4.977174e-01	2.897512e-02
-1.572093e+00	6.509181e-01	-4.860078e-01	3.724954e-02
-1.635847e+00	6.852555e-01	-5.084269e-01	1.719390e-02
-1.555347e+00	7.153378e-01	-4.906962e-01	1.561972e-02
-1.573636e+00	6.455830e-01	-4.999505e-01	1.873261e-02
-1.562634e+00	6.706639e-01	-4.928399e-01	2.116263e-02
-1.621032e+00	7.143415e-01	-5.026880e-01	1.650542e-02
-1.536373e+00	7.181607e-01	-4.925295e-01	1.681936e-02
-1.617104e+00	7.188466e-01	-4.993798e-01	2.615513e-02
-1.597779e+00	7.619435e-01	-4.973826e-01	2.194073e-02
-1.562624e+00	6.557304e-01	-5.006945e-01	2.676985e-02
-1.512892e+00	7.562189e-01	-4.763346e-01	2.761876e-02
-1.607568e+00	6.741899e-01	-5.028748e-01	3.161078e-02
-1.599100e+00	6.932006e-01	-4.986118e-01	1.607881e-02
-1.803706e+00	6.877549e-01	-5.092617e-01	2.009705e-02
-1.561987e+00	7.203027e-01	-4.955518e-01	1.723702e-02
-1.617346e+00	6.540798e-01	-5.026445e-01	2.560689e-02
-1.491377e+00	6.996026e-01	-4.675060e-01	2.357277e-02
-1.607721e+00	7.002930e-01	-5.027592e-01	2.082380e-02
-1.568122e+00	7.186369e-01	-4.912412e-01	1.980433e-02
-1.573899e+00	6.668121e-01	-4.978167e-01	1.623787e-02
-1.537484e+00	6.941976e-01	-4.920599e-01	1.541768e-02
-1.604070e+00	6.846751e-01	-5.006742e-01	1.801212e-02
-1.630915e+00	7.002274e-01	-5.006263e-01	1.628482e-02
-1.675351e+00	6.767424e-01	-5.053688e-01	1.724329e-02
-1.637040e+00	6.897441e-01	-5.090926e-01	2.897760e-02
-1.586708e+00	7.430024e-01	-4.877723e-01	3.239131e-02
-1.349743e+00	7.700277e-01	-4.698237e-01	5.420927e-02
