-1.554973e+00	6.772042e-01	-4.955532e-01	2.208064e-02
-1.633866e+00	6.795786e-01	-5.066060e-01	1.932855e-02
-1.579322e+00	6.949816e-01	-4.970873e-01	2.024094e-02
-1.638329e+00	6.725729e-01	-5.120373e-01	2.417756e-02
-1.629662e+00	6.637816e-01	-5.055749e-01	2.342538e-02
-1.584517e+00	7.064336e-01	-4.986543e-01	2.672938e-02
-1.567992e+00	7.250702e-01	-4.944492e-01	3.201898e-02
-1.609464e+00	7.066587e-01	-4.946705e-01	2.855863e-02
-1.632100e+00	6.555234e-01	-5.178451e-01	4.295110e-02
-1.513410e+00	7.708705e-01	-4.739803e-01	4.183295e-02
-1.507141e+00	6.785716e-01	-4.982908e-01	3.104207e-02
-1.601369e+00	7.084702e-01	-4.995058e-01	3.314078e-02
-1.599221e+00	7.072714e-01	-5.050689e-01	7.196225e-02
-1.566168e+00	7.101013e-01	-4.893801e-01	4.526081e-02
-1.484499e+00	6.987725e-01	-4.809477e-01	3.521156e-02
-1.514917e+00	7.717734e-01	-4.939316e-01	1.625320e-02
-1.635551e+00	6.424900e-01	-5.022681e-01	2.325693e-02
-1.563543e+00	7.014727e-01	-4.923614e-01	2.368457e-02
-1.586708e+00	6.903832e-01	-4.965283e-01	3.410679e-02
-1.575749e+00	7.236650e-01	-4.963200e-01	1.762762e-02
-1.570379e+00	6.766278e-01	-4.981139e-01	1.976822e-02
-1.574582e+00	6.536306e-01	-5.024736e-01	2.214752e-02
-1.580336e+00	7.058502e-01	-4.938071e-01	1.916750e-02
-1.604411e+00	6.947682e-01	-4.984268e-01	2.477316e-02
-1.577994e+00	6.324856e-01	-5.055976e-01	4.640638e-02
-1.538962e+00	7.090362e-01	-4.910136e-01	2.533047e-02
-1.641736e+00	6.864128e-01	-5.029782e-01	2.684318e-02
-1.589037e+00	7.166350e-01	-4.949621e-01	3.095261e-02
-1.577868e+00	6.929802e-01	-4.983424e-01	6.856175e-02
-1.503724e+00	6.941439e-01	-4.952998e-01	5.350222e-02
-1.213598e+00	9.120749e-01	-4.780388e-01	1.396706e-02
-1.570842e+00	7.221637e-01	-4.981483e-01	1.899180e-02
-1.606894e+00	6.675503e-01	-5.002705e-01	2.893386e-02
-1.573173e+00	6.469758e-01	-4.851463e-01	3.737560e-02
-1.606836e+00	6.883716e-01	-5.013792e-01	1.738891e-02
-1.462741e+00	7.525415e-01	-4.707791e-01	1.617213e-02
-1.559201e+00	6.878539e-01	-4.939807e-01	1.905688e-02
-1.548993e+00	6.715556e-01	-4.910027e-01	2.165541e-02
-1.587121e+00	7.194208e-01	-4.978285e-01	1.686667e-02
-1.534658e+00	7.317199e-01	-4.902458e-01	1.689436e-02
-1.519124e+00	7.289494e-01	-4.868170e-01	2.668930e-02
-1.587458e+00	7.519173e-01	-4.966334e-01	2.228847e-02
-1.583024e+00	7.020057e-01	-5.006846e-01	2.703364e-02
-1.299701e+00	2.998668e-01	-5.248605e-01	5.714420e-02
-9.419436e-01	5.651845e-01	-5.068379e-01	4.963755e-02
-1.562993e+00	7.021412e-01	-4.975885e-01	1.626747e-02
-1.829266e+00	7.124072e-01	-5.112108e-01	2.087978e-02
-1.557789e+00	7.158117e-01	-4.945321e-01	1.736317e-02
-1.619241e+00	6.578120e-01	-5.037388e-01	2.574096e-02
-1.540210e+00	7.578693e-01	-4.947482e-01	2.259245e-02
-1.600603e+00	6.876783e-01	-4.983896e-01	2.111795e-02
-1.552589e+00	7.437512e-01	-4.867030e-01	1.991354e-02
-1.558843e+00	6.969906e-01	-4.940738e-01	1.638030e-02
-1.616844e+00	6.756248e-01	-5.030607e-01	1.600641e-02
-1.599717e+00	6.727045e-01	-5.013044e-01	1.807904e-02
-1.623160e+00	7.108154e-01	-4.986264e-01	1.646743e-02
-1.587994e+00	6.673053e-01	-5.045562e-01	1.807693e-02
-9.651449e-01	-5.711156e-01	-5.479068e-01	6.717653e-02
-1.590106e+00	7.290919e-01	-4.924669e-01	3.332023e-02
-1.424007e+00	7.001468e-01	-4.901691e-01	5.544337e-02
